cantidad de estrellas,Comentarios
5,Bonita y no muy frecuentada. Fácil acceso incluso con silla de ruedas. Los baños muy retirados al igual que el estacionamiento. La marea subió muy rápido pero en general me gustó.
5,"La disfruté mucho más que playa la entrega, muy bonita y tranquila..."
5,"La playa está muy bonita y tranquila, lo que no me gustó fue los precios excesivos en cuanto a la comida ya que la porción era pequeña para el precio, te cobran la renta de sombrilla si no consumes, los camarones no estaban frescos y te incluyen la propina en la cuenta. Me parecieron abusivos y encajosos."
5,"Una playa increíble. No es necesario pagar por la mesa ni el servicio, pero puedes elegirlo. Se siente privada; parece que a la gente local le gusta venir, y eso es genial."
5,"Excelente para nadar para los niños , se ven los pescaditos"
4,"El lugar es bastante bello, cerca de las rocas a la derecha hay peces de arrecife, pero cuidado, avisté 1 serpiente marina. Solo acudí a la playa, no consumí nada, pero solo para recordar que se lleven su basura así sea hasta 1 tapa de lata, también es importante que no se lleven las conchitas, ya que hay cangrejitos hermitaños que los necesitan para vivir. Hace 5 años visité esta playa por primera vez, la arena estaba repleta de conchas y ahora casi nada :("
4,"Bonita playa, pero hay que pagar 200 pesos por una silla/sombrilla más el consumo. Hay un vendedor de cocos con ron, ¡lo recomiendo totalmente! Playa limpia, agua clara, pero fría el 2/12."
5,"Fui un viernes. ¡Qué lugar tan agradable y tranquilo! Las olas son muy calmadas en esta pequeña playa, ideal para familias. Había quizás dos o tres restaurantes, un ambiente relajado, sin agobios. Se puede nadar fácilmente hasta el arrecife…"
2,"¡Disfruté mucho de la playa! El mar se puso un poco agitado conforme avanzaba el día. El restaurante fue una gran decepción. Me cobraron 200 pesos de más por la mesa y la sombrilla. Tuve que recordarle al mesero tres veces que se habían olvidado de mi bebida y mi comida. Al recibir la cuenta, vi un cargo adicional de 100 pesos y pregunté qué era. El mesero me dijo: ""Impuestos"". No tenía cambio, así que básicamente se pusieron una propina doble."
5,"Es una playa preciosa casi sin gente es pequeña pero prácticamente sin olas, hace sobra como a eso de las 5 de la tarde así que no es necesario rentar sombrillas o camastro si vas en plan económico una playa divina."
3,"Es una playa muy bonita, un buen lugar para tratar de relajarte, aunque lo molesto son los lugareños que andan vendiendo y uno entiende que de eso viven pero algunos parecen que andan borrachos y muy mal hablados y pues hay niños alrededor. Es muy concurrida así que llega temprano alquilan la mesa y cuatro sillas en $200 pesos. Los precios del restaurante son accesibles y la atención es muy buena por parte del restaurante. Si quieres hacer snorkel tiene un costo de 150 pesos por persona que incluye el equipo hasta las 4 de la tarde ojo luego pasa uno queriendo recoger el equipo antes estar atento si hiciste una pausa en el snorkel porque sin decirte nada se lleva el equipo rentado."
5,"Muy bonita playa , muy tranquila , se puede hacer snorkel"
1,"En la playa hay solo 1 restaurante, y jamás en ningún restaurante en ninguna playa me habían querido cobrar por usar una mesa, aún consumiendo platillos y bebidas, una señorita llega diciendo que la renta de la mesa cuesta $300 pesos MXN, aún cuando comes en el lugar, básicamente no puedes sentarte a comer si no pagas aparte los $300 pesos, increíble pero cierto, y de forma muy conveniente para ellos es el único restaurante en esta mini playa, definitivamente no recomiendo ir a esa playa, hay muchas rocas, el oleaje no es suave y la marea puede llevarte hacia las rocas y golpearte en ellas, hay muchas más bahías a cuales ir, y respecto al restaurante es una verdadera estafa que no te dejen comer lo que ya les compraste ahí si no pagas la renta de la mesa !!!, subiré el menú y las fotos del lugar, cabe recalcar que preguntándole a las otras personas comentaron lo mismo respecto al pago, muchos se fueron de la bahía por lo mismo, no poder comer agusto sin pagar la renta… me parece increíble que PROFECO no haya hecho algo al respecto, por que es un completo ROBO. Solo falta que me cobren el uso del plato, del tenedor, de la cuchara, la arena y el agua de la playa. Vi los comentarios anteriores y aún así decidí ir para verificarlo y en efecto, si dudan vayan y verifíquenlo por ustedes mismos, recomiendo pedir por ticket el cobro extra que les hayan hecho por el uso de la mesa y hacer su respectivo reporte, este establecimiento merece ser cerrado y multado."
5,"Es una playa tranquila, por $250 puedes rentar 2 sillas, un camastro, mesa y sombrilla el tiempo que quieras. También tienen alimentos y bebidas."
5,"Puedes dejar tu carro en un estacionamiento público, caminas y un poco y están las escaleras para bajar a la playa. Es un paraíso. Hay unas mesas que puedes rentar si traes plan de quedarte un buen rato porque el sol si está fuerte, ellos mismos te ofrecen servicio de alimentos. La playa es pequeña y está bien agusto para nadar un rato. La seguridad de Huatulco me sigue gustando mucho pero los lugares que he visitado como ésta playa me sigue emocionando."
4,"Es un buen lugar para comer y estar un rato, o bien estar todo el día, aún que no sé cuánto se tenga que consumir en cada mesa. Es agradable, y cuenta con servicio a la mesa, puede que disfrutes desde una cerveza para aminorar el calor y un buen cóctel para calmar el hambre. El lugar está abarrotado de mesas para comer, por lo que sé, es muy concurrido. La playa es bastante chica, pero aún así es un buen escenario para estar. No hay suficiente lugar para que uno ponga su toalla en la arena y se recueste en ella. Cuenta con servicios náuticos, como la famosa banana. Cómo todo! Hay que llevar suficiente dinero para disfrutar de la comida. Aún así es de las pocas opciones que hay, toda vez que las demás playas, no cuentan con servicios, debido a que las palapas son exclusivas de los hoteles. Motivo por el cual no hay servicios de la comunidad adyacente. Les dejo fotos del menú y del lugar para que ustedes decidan ir También hay otra playa con servicios. Se dice más económico. Les pido pregunten por ella."
4,"Es un poco pequeña, el mar muy agitado. Sólo hay una opción para comer y es cara, recomiendo sólo pagar por la mesa con sillas y llevar tu propio consumo."
5,"No hay mucha gente, el mar está relativamente tranquilo. Hay oleaje pero no tan fuerte. Tienes que saber por lo menos flotar pero puedes estar tranquilamente en la orilla. Las mesas se rentan a $200 si no vas a consumir. Si consumes, entonces todos tienen que comprar un plato. Solo había un pequeño barco que parecía pesquero y una lancha para la banana. Hay baños por $5 pesos y regaderas en $7 Recomiendo mucho está Playa."
5,"La playa es muy tranquila y es muy bonita, el detalle es la gente que vende ahí, dan muy cara las cosas. Obvio, nadie te obliga a comprar y tu puedes llevar tus cosas para estar todo el dia en la playa."
5,"Es una playa hermosa y tranquila. El estacionamiento está muy cerca y es seguro. Los precios son elevados, cobran por aparte la renta de las mesas y sillas. Sugiero traer sus cosas para botanear y solo rentar la mesa."
5,"De mis olayas favoritas durante mi visita a Huatulco. Oleaje tranquilo, tanto que parece una alberca. Hay un restaurante con sombrillas, en la playa no hay mucha sombra natural. Recomiendo ir temprano para poder disfrutarla, ya que cerca del mediodía empieza a llegar mucha gente."
2,"Muy bonita la playa pero fuerte oleaje. 1.-no hay salvavidas y se estaba ahogando un joven, es peligroso. 2.- NO TOMEN ALIMENTOS muy caros siempre hay quejas, mal preparados la mayoría de pescado q sirven en esos restaurantes es pez vela parece bistec de puerco. Precios alrededor de los $350 pescado con poco arroz y ensalada poco de todo y muy muy caro te obligan a pagar la propina del 10% Camastros $200 Mesa $300 en la cual allí te sirven los alimentos osease son $300 + consumo UN ROBO TOTAL y te corretean para q pagues por q se quieren ir temprano 3 PM un servicio pésimo y además peligroso se estaba ahogando un joven y no hay salvavidas....en resumen la naturaleza nos ofrece un lugar encantador pero respetable, el servicio pésimo no consuman allí nada, pueden llevar sus propios snacks y bebidas."
4,"Una playa muy pequeña, solo para disfrutar del mar, hay pocas opciones de comida, se puede ver el sol al amanecer. Es de fácil acceso la playa, un taxi colectivo te trae a este lugar desde el centro de Huatulco en $50. No hay regaderas públicas."
5,"Playa chiquita pero bonita. Por tiempo de huracanes habrá días que puedes encontrarla muy sucia pero es comprensible. De ahí en fuera muy agradable para pasar el rato, el oleaje permite nadar a gusto. En las orillas puedes disfrutar la vista sobre las rocas. Hay mesas que puedes rentar por $200.00 pesos sin consumo o que solo te cobren por consumo del restaurante. Los precios igual algo caros. El servicio de baño $5.00 y regadera $7.00 se encuentran sobre el estacionamiento público y de ahí está la entrada hacia la playa. De vez en cuando hay visita de una pandilla de gatitos pero son muy tranquilos y hambrientos 🥺"
5,"Playa muy tranquila con oleaje bajo, agua cristalina, la arena es gruesa hace honor a su nombre pues es del tamaño de granos de arroz aún conserva conchas de moluscos y restos de coral desintegrado así que no se lleven esas bellezas pues no hay lugar mejor en el que estén que en esa hermosa playa. Pueden rentar mesas con sombrilla y sillas por $200 pesos aprox. o consumir y no les cobran la renta hay actividades como snorkel, recorrido en lancha a varias bahías de Huatulco, paseo en banana entre otras, hay estacionamiento pero no es muy amplio y las regaderas y baños están en $10 pesos."
5,"Excelente playa, muy tranquila y sin muchos turistas. Precios acordé al lugar. Ni barato, ni caro. De los mejores lugares para hacer snorkel."
5,"Muy bonita playa, ahorita en temporada baja esta muy tranquilo y limpia el agua, el costo por mesa es accesible, cuesta 200 pesos, o por consumo, y es muy bonito snorkeal y se ve gran variedad de peces y demás especies..."
3,"Es una playa pequeña y linda, recomiendo ir en la mañana que no hay nadie y que el agua sale más limpia. En la tarde se disfruta pero puedes notar que el agua se vuelve más turbia y algunos lugareños me comentaron que lamentablemente cada vez tiene mayor contaminación de aguas negras. Ojalá se preserve, mientras tanto pueden disfrutarla. Hay varios negocios de comida alrededor."
3,"La playa muy bonita, lo malo es que te cobran $350 pesos solamente por prestarte la mesa con sillas y el consumo es aparte, la arena lástima un poco porque tiene mucha piedrita pero la playa es muy bonita, el local de comida que se encuentra ahí casi se adueñó de todo y si estás sentado en la arena y te da alguna sombra de sus sombrillas va un señor muy pedante a quitarte, pésimo trato si no les rentas ni les consumes, no sirven las regaderas ni los baños públicos."
5,"Playa pequeña con bajo oleaje, muy bella vista y cerca de departamentos y hoteles. Ubicada en la zona hotelera de Bahías de Huatulco. Se puede acceder con auto y hay estacionamiento público. Algunas enrasas con venta de alimentos y bebidas. Obligado visitar esta playa"
5,Es una playa pública muy tranquila con oleaje bajo y vista hermosa rodeada de acantilados y una tonalidad muy bonita súper recomendada
5,"Playa el Arrocito genial, pequeña pero muy bella; el único inconveniente es que quien alquila mesas con sombrilla y sillas no es claro y al final te cobran de más. Es mejor llevar botana y bebidas No hacer uso de ningún lugar establecido y buscar un lugarcito de sombra lo vas a pasar mejor."
4,"Playita pequeña y de fácil acceso, quizás por la temporada (finales de Diciembre 2022) esta muy concurrida, aún así está muy bien para nadar, practicar snorkel, kayak etc, hay restaurante y sitio de taxis. Esta ubicada en un zona entre residencial y hoteles muy tranquilo y bonito por cierto."
5,La playa está muy accesible para disfrutar del agua y al mismo tiempo ver algunas especies marinas que andan por la orilla solamente que en el servicio de comida te cobran la renta de sombrilla así como agregan el servicio a la cuenta de lo que consumes y se me hace un abuso por parte de los servidores del lugar
4,"La playa tiene acceso gratuito, tiene dos entradas pero te recomiendo la que está por el carcamo ya que ahí está más cerca para dejar autos estacionados (estacionamiento gratis) y en seguida están los baños con costo de $5 y $7 pesos la regadera, los vestidores son gratis. Puedes llevar tu consumo o consumir ahí mismo y te dan una mesa pero de atrás o puedes rentar en $350 la mesa de enfrente sin consumo. La playa 🏝️ está muy limpia, el agua está fresca y bien para nadar, no hay mucho oleaje 🌊 y eso es muy bueno. Hay una zona para ver el arrecife o acuario de peces como dicen los locatarios.🐠🐟🐡 Lo que no me gusto es que a fuerza te quieren tomar fotografías las cuales accedes y te dan un precio de $30 pero ya que te las imprimen y te las quieren dar en $45, cuando ya accediste a tomártelas por puro compromiso. Por 6 personas consumimos los alimentos ahí y se gasto $2100 ya con propina del 10%. Puedo decir que una jarra de agua de horchata nos salió en $150, una mojarra en $200, camarones al coco $250 y camarones al mojo de ajo en $230, la michelada clásica cuesta $80, un cóctel de camarón en $230, si quieres ahorrarte ese dinero te aconsejo llevar tu consumo y rentar la mesa, cada quien es libre de hacer lo que quiera. En el lugar hay taxis así que no te preocupes por transporte si no llevas transporte. 🚕 Si llevas tu consumo lleva una bolsita para recoger tu basura ya que se ve muy linda la playa sin desechos.🏝️🫶🏼"
3,"Muy bonita la playa, aunque algo Sucia, la más limpia es la entrega, las personas que rentan las mesas a la orilla son algo groseras, pagamos 200 por mesa, con o sin consumo, el aire rompió la sombrilla (porque estaba ya reparada) y se negaron a cambiarla, nos dijeron que ""ya vamos a recoger"" y apenas son las 4 pm. Tu consumo de alimento y botanas se cobra aparte. Muy bonita la playa, pero muy fea la gente"
4,"Yo que soy de Acapulco la PLAYA ESTA HERMOSA... Y EL SERVICIO SUPER CARO y lo peor es que media playa está invadida de mesas del restaurante. La comida es buena pero los costos son elevados por ejemplo. Una jarra de agua de sabor $150, Camarones 4*4...$400, una campechana $350, una cerveza $50 y así todo el menú sobrepasados sus precios. Si puedes llévate una sombrilla, tú hielera y algo de botana o buscar sombra debajo de un mangle que también está lleno de mesas del restaurante jejeje"
5,"Es una excelente Bahía, se presta para nadar, con muy poca gente, tiene un oleaje muy tranquilo, es un lugar hermosisimo, vale la pena visitarlo, quizá los precios del restaurante son algo caros, estuvimos una tarde y al día siguiente muy temprano fuimos a nadar, estaba casi vacía, uno que otro corriendo, Quizá lo incomodo es que casi casi te quieren rentar las mesas a fuerza, pero es parte del show, claro depende de uno si lo necesita"
4,"Una playa pequeña y agradable, cerca del Cosmo y otros condominios. Fue ideal para relajarse y simplemente escuchar el mar. Si se lo preguntan, sí, se puede practicar snorkel aquí. Vimos la fauna marina habitual: damiselas, lábridos, cornetas, peces ballesta, erizos y un simpático cacho. El mar estuvo bastante agitado durante la mayor parte de nuestro viaje, pero si van por la mañana, con marea baja y poco viento, no está mal para nadar y observar la vida marina."
5,"Una playa muy bonita y tranquila, excelente para un momento de relax. Te rentan mesas y sillas y aparte hay renta de equipo de snorkel. Los precios de comida en los restaurantes son accesibles"
1,"La playa está limpia pero es la peor en aspecto de atención, tienes que estar casi mendigando que te atienden si quieres algo. El que nos atendió al final quería propina y lo mandé a volar, pésima atención y quiere remuneración. Precios de comida estándar pero hay mejores playas/bahías para ir"
5,"es muy bonita playa, pero hay medusas entonces no te puedes meter a nadar porque te pican :("
4,"Una playa muy bonita y realmente limpia, el único defecto que le veo es que solo hay un restaurante, por lo tanto pone sus reglas en precios y zona de estar, mas sin embargo puedes llevar tus artículos y con un poco de suerte agarras un lugarcito."
4,"Una playa muy bonita, llena de conchas de mar, puedes hacer snorkel vale la pena, la playa es tranquila y limpia, puedes rentar una mesa y sombrilla, los precios de la comida no son los mejores pero no está mal."
5,"Excelente playa, poco concurrida, buenos precios, mar muy tranquilo, ideal para niños"
2,Playita que era linda y pacifica ya la convirtieron en una Caleta y caletilla llena de asquerosos restaurantes y dónde la sombrilla te la quierem alquilar en 300 pesos.
5,Un lugar tranquilo para caminar al iniciar el día. Como es una playa pequeña no recomiendo para estar todo el día. En el mismo sentido la vista es hermosa.
5,"Playa pequeña pero encantadora. Limpia, muy tranquila. Cuenta con facilidades como estacionamiento, acceso con rampas para sillas de ruedas. En el área de estacionamiento se encuentran los sanitarios y regaderas con costo extra pero económico."
5,"El agua es azul cristalina, tan cautivadora que te atrapa. No es una playa muy grande, pero tiene el tamaño perfecto, y es una zona ideal para hacer snorkel, moto acuática y un divertido paseo en banana boat. ¡Tienes que venir y disfrutar de su belleza!"
5,"La playa es muy tranquila y familiar, además cuenta con unas vistas hermosas. La única queja para esta zona es que algunos restaurantes cobran por la renta de las mesas aún cuando hayas consumido, por lo que sugiero que pregunten antes de sentarse en algún lugar."
5,"Una playa muy tranquila para los niños y muy limpia. El servicio bien, si quieres conocer mas hay tours que te llevan a conocer las bahias de huatulco pide con el Sr. Moises es muy amable 😊 muy bonita experiencia el conocer Huatulco…"
5,Uno de los mejores lugares para nadar.
5,"Esta muy bonita la playa, solo que los precios son muy elevados a comparación de otras playas, se puede hacer snorkel 😊 ahí que tener precaución en las piedras ya que ahí erizos pequeños y no se ven muy bien,…"
4,"Una playa muy bonita y tranquila, la arena en el mar se siente como arroz en los pies, muy limpio puedes ver cangrejos en las rocas y lagartijas grandes de color verde y negro además además peces, como se va caminando en la playa de va haciendo profunda y la arena se mueve mucho."
5,"Una playa tranquila, bonita y pegada a una zona residencial por lo que la hace muy segura. Lo malo es que hay pocas opciones para comer y por lo mismo los precios se llegan a disparar sin medida. Sin duda excelente lugar para descansar y disfrutar del mar."
5,Bonita playa familiar para llevar a los peques a disfrutar del mar... Me pregunte por qué arrocito? Cuando me metí al mar me di cuenta a que se refería 🤗 el agua de mar es una cosa sabrosa para disfrutar mientras admiras las aves volar y escuchas el sonido del mar. Excelente!!!…
5,"Una playa espectacular, puedes realizar buceo en dónde verás mantarrayas, peces de varios colores, verán a Dori la de Nemo, y muchos peces más, la temperatura del agua está súper agradable, no hay mucho oleaje lo que está perfecto para los peques, en esa playa no les recomiendo que consuman ahí es preferible que lleven sus alimentos por su cuenta ya que el consumo mínimo en el lugar se pasa de costos, pero igual si lo quieren comprobar lo pueden hacer pero no encontrarán nada de comida típica cerca del lugar, también visiten la playa el violinista pues fue la más cristalina de todas, las más tranquila de oleaje y la más agradable de temperatura."
4,3.8 la playa en su está muy limpia y no tiene nada de olas pero tiene muy pocos puestos de comida y los baños y regaderas están muy lejos
5,"Que hermosa playa de verdad, el color del mar es bien bonito ademas no estaba lleno de gente y es super pequeñita la bahia pero es muy bonito. La entrada a la playa por la calle está coqueta, la atención de la gente son super amables."
5,"Una playa de oleaje tranquilo con arena fina. Hay mesas con sombrillas pero no hay palapas Un lugar pequeña, con poca gente de ambiente familiar. Un poco más costosa que otras playas de Huatulco Entrar por la entrada del estacionamiento público para evitar las escaleras de la otra entrada"
5,"La playa es pequeña, hermosa y muy tranquila, poco oleaje. Fui en lunes, llegué a las 11 am y encontré lugar bajo un arbol de mangle -donde incluso había un coatí y dos ardillas- lo que mejoró mi experiencia pues en huatulco no hay palmeras para resguardarse del sol. La parte negativa es como ya bien mencionan otros turistas es la cantidad de mesas y sillas que pone el único comercio en la bahía. Afea la vista, sin embargo si te pones positivo disfrutarás mucho. NO RECOMIENDO consumirles, ademas de CARO y mala calidad te cobran el servicio pero sin advertirte (Ensalada $300, papas a la francesa $120). Mi recomendación es en base a mi experiencia ir a Chedraui por tus alimentos y bajo tu manglar disfrutarlos. Los lugareños en su mayoría son muy amables, gente buena y honesta. Puedes sentirte seguro en huatulco."
4,"Ambiente familiar, encuentras personas de todas las edades,hay paseos que ofrecen paseo en lancha para conocer las demás playas y te ofrecen un pequeño tour con acceso a playas vía marítima ya que algunos caminos no han sido culiminados. Hay un comedor con comida típica de la región,hay música y ahora que es temporada baja no hay muchas personas,las playas son limpias, realmente puedes ver tus pies cuando entras a estás por la claridad del agua. Hay acceso para sillas de ruedas, hay baños bien ubicados cerca de la playa,también se encuentra el estacionamiento realmente muy cerca(aproximadamente 100 metros), hay espacio para estacionamiento para personas con discapacidad."
5,"La playa está hermosa, el restaurante a pie de playa genial y la gente muy agradable. Un gran lugar para llegar y disfrutar."
5,"Playa pequeña pero muy bonita, super limpia, se pueden ver algunas especies de peces en la zona donde hay rocas, la gente de la renta de la sillas muy amables, la comida precios normal y rica."
2,"Es muy hermosa la playa sin embargo ,la arena es demaciado gruesa por lo q lastima , al menos q traigas zapato para agua"
3,"Solo ve si tienes tiempo de sobra y ya conociste las demás playas. La verdad a mí no me gustó mucho, la arena sí es gruesa y lastima al caminar, el mar es más picado que en otras playas, y es verdad que se ve una nata de espuma sospechosa que no sabes si es mugre o gasolina, que para colmo no la puedes evitar porque la playa es muy pequeñita. Está bien para conocerla y admirar cómo choca el mar contra las rocas, pero para nadar hay mejores opciones. Yo personalmente no volvería."
5,"Muy tranquila está playa , solo el restaurante, no me agrado la atención."
4,"Me gusta esta playa por lo tranquila que es, pero sobre todo por la comida , los platillos son preparados al momento y el sabor muy único, los precios son muy accesibles. Recomiendo el restaurante que está bajando las escaleras o si vienes del estacionamiento es el que esta de lado derecho. La playa se llama Arrocito por el tipo de arena que presenta. Hay banana , motos acuáticas y tour para hacer 🤿 snorkel Banana $100 pesos , motos $500-700 como dicen coloquialmente depende el sapo la pedrada."
5,"La playa es tranquila, puedes snorkear y los niños pueden jugar. Hay restaurante para comer. No puedo ponerle 0 estrellas 🌟 a la madre naturaleza, la playa es linda. Recuerden dejar las conchas en la playa y llevarse su basura.…"
5,Es precioso el lugar divino las escaleras son un excelente mirador solo.deberian de pedirle a los que venden comida que laven bien sus establecimientos pornque huele muchísimo a cochambre y por la manana es más notorio y limpien la playa ya que ellos hacen uso de ella en otras playas ę visto que barren y levantan toda la basura como santa cruz por ejemplo y aquí vi mucha basurita :( pero en general es divino el lugar
5,"Fui en la mañana y estaba muy tranquilo, las palapas que están ahí si dan caro, unos huevos al gusto costaban aproximadamente 270- 300 pesos."
4,"Bahía muy pequeña, agua limpia y cristalina, olas pequeñas, solo un restaurante. El baño no es muy bueno si tienes que usarlo. Aunque nos quedamos 3 horas, comimos camarones frescos (grandes) deliciosos en mojo de ajo."
4,"Una playa para descansar, practicar snorkel, hay peces de colores. El oleaje es tranquilo para que se diviertan los niños. Los costos son accesibles y el servicio es bueno. El único detalle es que cierran pronto las regaderas y sanitarios sin importar que los turistas requieran el servicio."
3,"La playa es pequeña bonita y de aguas tranquilas, vale la pena solo para venir a nadar un rato, pero el servicio que aqui ofrecen es pésimo y lento"
5,"Una playa pequeña y tranquila de unos 50 metros, Hay mesas y sombrillas que rentan por $200 el día y/o si consumes alimentos no pagas la renta. O bien puedes tirarte la playa y no pagas nada. Si vas en auto hay un estacionamiento gratuito."
5,"Es una playa muy pequeña de oleaje muy suave perfecta para entrar al mar sin preocupaciones, incluso se pueden estar los chiquitines en la orilla con suficiente confianza. Esta playa se nombra así porque la arena es un poco gruesa sin llegar a ser molesta pero se asemeja a granos de arroz. El alguna de esta playa es muy muy calida y también es muy clara se puede ver con facilidad por debay del agua."
5,"La playa es muy bonita y tranquila te ofrecen paseos en lancha, puedes llevar tu sombrilla y hielera es mejor ya que el restaurante que esta ahi te cobra 300 pesos por dejar sentarse en sus mesas, aparte si consumes es carísimo y nada rico, si vas a consumir con tu familia de 5 fácil te gastas 2 500 pesos abusan en este restaurante. Ojo autoridades!"
5,"Una playa hermosa, se come muy rico, se puede hacer snorkel y las aguas son muy tranquilas para niños y adultos."
5,"Una Bahía hermosa! La arena es de piedritas bonitas y agua cristalina, hay lugar para comer y el oleaje es leve. Tiene acceso con rampa y escaleras, la recomiendo para gente que busque un paseo tranquilo y corto."
5,"Pequeña playa a 15 minutos de la Bahía de Huatulco, llegan a un pequeño estacionamiento que quien sabe si despues lo quiten pq están construyendo apartamentos ahí... entonces bajas las escaleras y llegas a la playa, muy tranquila con algunos puestos que te ofrecen bebidas y no sé si comida también y te rentan las mesas con sillas y sombrilla wn doscientos pesos mmmm.... pero pued te quedas en la arena 👍"
5,"Muy bonita playa, tranquila y muy buena para ir con la familia, sobretodo si tienes niños pequeños"
3,"La arena es muy gruesa, no se puede caminar descalzo. Mucha gente. Aunque el recorrido en lancha si es agradable."
2,"La playa es muy pequeña, oleaje moderado, los restaurantes te cobran por sentarte en una mesa enfrente incluso en temporada baja, algo que debo decir es que es muy pequeña ósea se llena con facilidad además que note en el mar cierta contaminación tipo una nata jabonosa, había leído esto pero quise comprobarlo entonces para que lo consideren si visitan este lugar"
4,"La playa es bonita y pequeña, hay varios lugares para sentarse a comer, el costo aproximado por dos personas es de 500 pesos mexicanos; por ejemplo un coco a 50 pesos, una Michelena con clamato 80 pesos, una pechuga a la plancha 150. Otra opción es llevar tus víveres y una sombrilla porque no hay renta de camastros. El oleaje no está suave y hay pocos peces si se quiere snorkelear."
5,"Es una playa muy bonita, aún que si es algo caro comprar ahí ya que es tipo residencial la zona es mejor llevar algo preparado así como también si llevan una carpa está súper bien, para llegar ahí se pasa por un Chedraui y Aurrerá para comprar lo de consumo."
5,"Me encantó esta playa, hay menos gente, pide dos platos fuertes o $150 pesos por mesa, hay estacionamiento y baños disponibles. Hay dos entradas: escaleras o rampa para sillas de ruedas (sigue bajando hasta que veas los baños)."
5,"Playa muy bonita, oleaje muy suave, sin gente en temporada baja hay un restaurante , en la playa exelente atención y servicio."
5,"Es una playa tranquila y hay puestos de comida en el lugar. Además, hay servicio de taxi y baños a la salida de la playa."
5,"Bahía muy tranquila, y pequeña, venden comida muy rica, si consumen alimentos del restaurante no te cobran la renta de la mesa y sillas, excepto si te quieres sentar en la primera línea de enfrente ahí si tiene un costo extra, el taxi te deja a unos metros de la bahía, no caminas mucho"
5,"De las pocas playas con acceso a personas en sillas de ruedas, una playa muy chiquita pero bonita."
5,"Es de mis playas favoritas, es pequeña y no tan concurrida. El mar es tranquilo, no hay oleaje. Antes había un hotel que intentaba privatizar la playa, pero afortunadamente lo clausuraron y aún la playa es de entrada libre. Puedes llevar una sombrilla para que no rentes algunas mesa. O incluso puedes registrarte bajo el mangle. Es una hermosa playa que espero que todos sigamos cuidando."
3,"Una playa estupenda, pero los precios del restaurante son abusivos. Recomiendo totalmente la playa, pero lleva tu propia comida, bebida y sombrilla."
5,"😍Una playa muy tranquila y bonita, me encantó…"
1,"La playa es muy bonita, pequeña y de oleaje mínimo, pero en los últimos años la han llenado de sombrillas, que cobran aún cuando vayas a consumir platillos y bebidas. Una lástima porque hace pocos años era muy agradable estar ahí, pero ya no es un lugar que recomendaría. Al ser tan pequeña y llenar de tantas sombrillas resulta incómoda la visita."
5,"Muy bonito lugar, su arena es diferente a las otras playas."
5,"¡La mejor playa de Huatulco! ¡Te recomiendo que te quedes en Puntagaviota! Está muy cerca de la playa y tiene excelentes precios para pasar el fin de semana, las vacaciones o incluso un par de meses."
4,"Una playa pequeña pero muy tranquila, el agua está muy limpia y en temporada baja no se llena mucho. Hay pocos restaurantes, pues por lo mismo, no es tan grande. Ofrecen servicios de banana, renta de motos y lanchas. Lugar Recomendado."
4,Las reglas son claras. No sorprenden a nadie: Las mesas de enfrente cuestan $200 Los camastros $200 cada uno. Consumo opcional y es caro. Está linda la playa aunque no tanto como La Entrega pero en la Entrega las mesas no están en la Playa sino en los Restaurantes. ¿No quieres gastar? Trae tu sombrilla y hielera. Comparto el menú. Ah y la propina es 10% como en todo el mundo. De nada.
2,"Desgraciadamente no me gusta dar a conocer lo feo pero ayer me tocó en la playa el arrocito ,es feo ver que las personas que atienden ese lugar de restaurante en la playa tengan la mala actitud de atención y lo peor es que se tarden mucho en traer las cosas que les pides,precios elevados ,mal proporcionados y aparte te cobran por todo aunque sea mínimo.las personas que ahí trabajan le están dando en la torre a la playa ."
5,"Es Súper perfecto para tomarte buenas fotos, porque hay rocas gigantes que hacen excelente vista al mar. La playa muy limpia."
4,"Playa de unos 100 metros, buena comida, arena un poco más gruesa pero los peces los puedes ver ahí casi en la orilla, muy tranquilo y bonito lugar"
4,"La playa es muy bonita y todo. Lo único malo esque solo hay un restaurante, que la verdad no me gusto te cobran la renta de la mesa, aparte el consumo de alimentos y para acabar hasta te cobran propina del 10% y el servicio pésimo la verdad."
5,"Playa muy pequeña pero bonita y la arena como su nombre lo dice, parece arroz."
4,"Hermosa y con poca gente, los precios de la comida super altos, tengan cuidado al tomar una mesa revisen la carta porque para que no te la cobren te piden que cada persona pida un platillo y una bebida, si no planean comer ahí lo mejor es llevar cosas y pagar sólo por la mesa que está en $200, fuera de eso bastante agradable, aún pagando sólo la mesa el personal es amable y pasan recogiendo tu basura permanentemente eso me gustó muchísimo, excelente opción para snorquelear 😍"
1,"Se ve que la playa era hermosa hace tiempo, pero con todas las construcciones alrededor y/o hoteles etc, heces fecales se han acumulado en la orilla del mar y la gente se mete a nadar como si nada, es una lastima como hemos acabado con nuestros recursos, enserio no se metan a nadar, las manchas cafés con remanentes de las descargas de los hoteles y alrededores"
4,"Lugar paradisíaco. Donde encuentras variedad de platiyos como variedad de precios. La ventaja es que puedes llevar algunas bebidas y snaks y puedes consumir ahi los platillos fuertes. Les recomiendo mucho la mojarra frita mmm deliciosa. Ya que si no consumen ahi les cobran las mesas y la sombra. Tambien encuetras snorkel, moto-acuaticas y otras actividades."
3,"La playa es linda, pero ya ha sido invadido por mesas y negocios y de repente se vuelve muy incómodo."
